id_viaje,id_cliente,id_vendedor,ingreso_bruto,unidades_vendidas
5792,9,9,11907.54,20
5793,37,7,7573.8,2
5793,6,10,7338.51,7
5793,34,1,4248.96,9
5794,17,5,7803.65,26
5794,27,9,6642.67,18
5794,15,10,14310.81,20
5795,38,4,10603.79,3
5795,32,2,13261.02,2
5795,49,10,7520.76,8
5795,10,9,2566.06,3
5796,50,10,3864.59,19
5796,34,2,10163.09,50
5796,7,4,13161.15,24
5796,9,9,6185.74,31
5797,29,6,3340.97,30
5797,20,8,5000.52,6
5798,38,7,10375.38,4
5798,6,1,10729.68,5
5798,34,8,9599.45,44
5798,19,4,9172.11,3
5799,1,5,11024.47,39
5799,38,1,2535.47,45
5800,6,4,12970.37,36
5800,20,1,9978.87,4
5800,27,5,9343.54,7
5800,9,8,12394.45,4
5801,34,8,4789.13,22
5801,20,1,8743.04,48
5801,41,1,9118.45,33
5802,19,1,8457.98,4
5802,38,5,2759.97,28
5802,6,7,6353.27,47
5803,20,9,12349.31,40
5803,45,2,6391.07,8
5804,17,4,4318.51,12
5804,33,6,14281.09,27
5805,7,10,3444.66,8
5805,39,3,10521.93,23
5805,13,6,8033.56,8
5805,28,4,10558.84,40
5806,46,9,3301.15,16
5806,16,2,14973.3,19
5807,1,9,8103.42,12
5807,37,6,13527.67,10
5807,35,6,8863.64,12
5807,6,1,2728.1,45
5808,44,4,13393.13,31
5808,19,2,10810.77,10
5808,14,6,12968.02,49
5809,24,1,14095.1,27
5810,36,8,7288.31,40
5810,45,2,9456.7,34
5810,4,9,11081.02,28
5810,35,2,3992.12,22
5811,22,3,11803.55,39
5812,42,2,2601.1,1
5812,8,1,5896.59,2
5812,24,9,11800.79,16
5813,22,5,3143.09,41
5813,35,8,11019.63,14
5814,26,5,3018.54,38
5814,43,2,11859.05,49
5815,36,5,2920.92,32
5815,1,6,5516.8,34
5815,4,3,14146.0,9
5816,37,6,8305.25,16
5816,19,9,9298.66,4
5816,44,9,3510.93,5
5816,18,3,5634.57,6
5817,33,7,11923.08,43
5817,11,4,13204.53,41
5817,9,10,4559.3,9
5818,39,1,6189.29,45
5818,23,10,12221.24,26
5819,19,8,3752.64,15
5819,46,3,9280.68,36
5819,28,2,14819.22,32
5819,10,8,8090.94,3
5820,19,5,9448.39,25
5820,17,7,9213.34,13
5820,4,7,3869.26,15
5821,33,3,12551.61,17
5822,29,9,8282.07,36
5823,18,4,11517.7,20
5823,24,1,10362.83,44
5823,40,9,3140.08,49
5824,29,3,14747.13,34
5824,30,3,6311.91,43
5824,17,7,4758.6,43
5824,10,1,9213.21,43
5825,26,1,12106.36,13
5825,6,5,12165.4,8
5825,25,10,2481.5,23
5826,5,1,13314.76,33
5826,18,10,9269.32,46
5826,21,8,4436.67,31
5826,9,1,6335.67,10
5827,34,4,6966.02,22
5827,47,9,7593.64,11
5827,44,3,9451.89,27
5828,11,2,10172.3,47
5828,17,5,7764.18,42
5829,28,4,6110.19,43
5830,42,7,14413.75,34
5831,1,4,12994.56,21
5831,34,7,13616.44,27
5832,19,4,6967.33,27
5832,4,4,10938.41,42
5833,31,2,13173.25,41
5834,31,6,8194.74,17
5834,46,2,13353.09,35
5834,28,9,6536.75,49
5834,31,9,4153.42,39
5835,42,6,10892.2,12
5835,48,8,13051.95,12
5835,17,9,12973.72,13
5835,4,1,11863.65,33
5836,32,5,11532.95,7
5836,30,5,14356.61,47
5837,27,8,5375.67,11
5837,36,8,3153.46,14
5837,36,4,12324.65,47
5837,14,1,14636.07,18
5838,31,1,2366.37,49
5838,12,8,4982.74,19
5839,19,8,8820.62,15
5840,34,6,8407.29,17
5840,33,3,11556.09,12
5840,5,10,10552.48,36
5841,20,6,6970.9,21
5841,17,5,3602.09,17
5841,48,4,12712.67,12
5841,45,6,4923.11,15
5842,19,5,7308.39,37
5842,49,9,13523.86,38
5842,30,6,14817.76,5
5843,10,2,6193.67,22
5843,19,1,3111.48,44
5843,50,9,9335.25,49
5844,23,10,3824.32,22
5844,26,6,12630.83,22
5844,12,3,11781.89,29
5844,37,3,2030.5,23
5845,25,8,5916.77,34
5845,6,5,6082.56,33
5845,10,9,2244.59,34
5846,9,10,3935.07,10
5846,14,10,11631.93,26
5846,40,5,5106.34,7
5846,21,4,11098.17,11
5847,32,7,3648.82,48
5848,44,4,11996.62,7
5848,8,10,3510.4,48
5848,2,6,3564.33,45
5848,16,6,9087.72,3
5849,7,1,6858.62,21
5849,2,8,3353.95,1
5849,17,9,6821.79,13
5850,4,9,14189.95,45
5850,11,2,9334.66,42
5850,40,9,3325.54,13
5850,15,6,2300.75,24
5851,2,1,14734.77,36
5851,28,9,7083.0,32
5851,2,7,9232.18,5
5852,14,8,13713.49,39
5853,50,5,10271.29,27
5853,39,7,3760.17,44
5853,20,5,12089.06,5
5854,21,4,2220.93,30
5854,1,9,5225.13,5
5854,40,10,13002.25,37
5854,33,5,6200.51,44
5855,11,7,11085.89,49
5856,26,8,14448.9,7
5856,18,8,11036.83,26
5856,9,10,3569.16,18
5856,10,10,14781.87,15
5857,41,6,5982.25,42
5857,27,6,9977.77,16
5858,39,9,8411.21,32
5858,16,2,11947.17,3
5858,18,2,9746.7,13
5858,6,2,3595.31,10
5859,40,10,7531.81,8
5860,34,3,2519.24,30
5860,47,8,9991.75,49
5860,24,6,2481.81,28
5861,25,2,6069.17,25
5861,26,7,12802.15,33
5861,50,9,12247.31,5
5861,8,6,11457.72,49
5862,29,4,5347.44,24
5862,2,3,13202.08,20
5862,36,7,11057.54,44
5863,13,3,8845.19,31
5863,43,1,3375.46,34
5863,17,7,3532.6,18
5863,27,6,14843.99,29
5864,26,10,2955.08,6
5864,21,8,9082.84,15
5864,35,1,13813.33,26
5865,35,5,14864.58,16
5866,8,7,4351.34,40
5866,18,10,8459.7,40
5867,33,4,11951.89,21
5867,26,6,6064.79,27
5867,46,3,4227.22,27
5867,33,6,3401.24,11
5868,46,2,5275.2,13
5869,37,6,13401.07,19
5870,13,5,9755.68,25
5870,36,7,6263.26,12
5870,4,6,14376.88,49
5870,10,8,7771.55,43
5871,47,3,7564.77,4
5872,27,9,4909.96,47
5873,14,10,3887.83,29
5873,28,10,11695.06,21
5874,34,9,7803.71,10
5874,1,2,9319.51,12
5874,15,8,12072.9,1
5874,1,10,2660.72,19
5875,12,8,3218.89,10
5875,22,4,3754.28,50
5876,5,1,13411.96,3
5876,43,5,4623.61,28
5877,20,1,11988.32,16
5877,17,9,3984.68,3
5878,18,2,14744.61,23
5878,44,1,8182.14,6
5878,43,1,9426.13,19
5879,5,5,8394.98,43
5879,5,10,10191.63,3
5879,34,4,8954.74,34
5880,46,3,3749.65,49
5880,39,9,2808.2,43
5880,34,10,5204.8,40
5880,8,1,11846.98,48
5881,28,3,6887.91,43
5881,6,1,7503.05,32
5881,37,3,7961.24,8
5881,25,8,7456.29,46
5882,34,1,11183.26,33
5882,4,5,12331.15,11
5882,7,9,12181.02,28
5882,2,1,10486.44,10
5883,18,6,9476.62,8
5883,32,2,2426.0,20
5883,7,1,9361.46,49
5884,17,3,12440.44,3
5884,8,1,12076.45,30
5885,17,5,8746.44,43
5885,35,2,7462.47,18
5886,25,3,10906.06,38
5886,1,8,3703.27,48
5887,41,4,10939.56,9
5887,7,5,2022.74,42
5887,6,7,8762.83,22
5888,11,7,14638.32,38
5888,24,1,12753.64,31
5888,12,7,2270.48,11
5888,33,4,10793.71,12
5889,17,5,14856.03,26
5889,12,10,11337.66,33
5889,19,6,6386.42,37
5889,14,1,12987.86,10
5890,26,9,9479.36,6
5890,50,7,11741.14,9
5891,12,5,13400.72,47
5891,20,1,6900.94,17
5891,24,2,10819.63,29
5891,34,7,11146.48,24
5892,45,9,2283.8,39
5892,27,9,2480.57,32
5893,42,2,10185.66,35
5894,5,3,11104.88,43
5894,47,1,5701.43,45
5895,19,1,2039.47,49
5895,40,9,11054.59,13
5895,11,9,10627.29,17
5895,6,6,2704.78,32
5896,49,3,4161.06,1
5896,41,8,5545.95,36
5897,11,3,5108.89,36
5897,28,2,9445.44,9
5897,47,2,5846.94,47
5898,43,5,13586.65,40
5898,13,8,13095.15,39
5898,16,8,11436.46,23
5899,3,3,11312.5,27
5899,3,1,10965.17,37
5900,40,6,7438.76,23
5900,44,9,8891.3,5
5900,50,1,4167.48,13
5900,27,7,12768.48,12
5901,43,10,8175.86,43
5901,47,10,8572.86,36
5901,31,5,5717.22,28
5901,11,6,10698.24,33
5902,40,7,8008.34,4
5903,19,7,6403.99,15
5903,25,9,10410.97,37
5903,22,8,11369.96,32
5904,46,9,7035.09,37
5905,15,10,2099.07,35
5906,8,5,2404.62,31
5906,41,6,3741.94,44
5906,4,1,4295.06,33
5906,42,10,6519.15,19
5907,50,2,11809.19,23
5907,45,6,5413.18,31
5907,11,5,8224.15,13
5907,6,1,9356.35,38
5908,14,4,8814.72,10
5908,21,3,7676.69,17
5908,17,9,7867.17,39
5909,34,2,3585.9,46
5909,7,1,9265.92,50
5909,16,9,8470.18,24
5909,3,10,14745.32,40
5910,8,2,9427.72,45
5911,23,7,8976.21,1
5912,47,10,14767.3,47
5912,4,7,7059.64,4
5913,36,7,8217.8,22
5913,1,2,10201.51,43
5913,24,9,4475.35,31
5913,42,7,10440.1,27
5914,20,7,3736.32,29
5914,12,8,13168.49,39
5914,42,7,2198.86,46
5914,15,2,10052.19,1
5915,17,4,12749.58,20
5916,41,8,6594.75,13
5916,39,1,7193.48,15
5916,9,3,12434.22,45
5917,9,4,12610.89,26
5917,15,1,4861.76,2
5917,11,4,9936.2,26
5918,5,6,10490.05,1
5918,28,8,10136.93,26
5919,33,4,13520.32,47
5919,23,9,8687.38,33
5919,25,1,6686.82,13
5920,31,3,3325.36,44
5920,50,5,3870.18,20
5921,36,6,5365.48,49
5921,23,3,12044.17,50
5922,10,2,10962.09,26
5922,40,10,7992.8,41
5922,4,4,8396.06,6
5922,2,1,7183.93,39
5923,5,7,10181.96,43
5923,3,8,2890.21,6
5923,19,6,14512.7,47
5924,8,5,5204.69,38
5924,38,8,6643.12,24
5925,18,5,13215.48,28
5925,19,1,6213.63,26
5925,45,7,12278.15,15
5925,18,8,2362.67,23
5926,42,5,11182.76,10
5926,44,5,3823.92,5
5927,39,7,7213.35,2
5927,34,5,9734.8,25
5928,38,8,9991.89,49
5928,8,9,12813.64,38
5928,49,8,12453.17,31
5928,13,2,3592.67,20
5929,42,10,11005.34,46
5929,48,10,2618.93,25
5929,43,2,7653.75,35
5930,44,3,13231.61,42
5931,45,8,4642.37,8
5932,8,10,9827.28,35
5932,12,3,4001.76,11
5932,27,5,12265.32,49
5933,14,10,8070.01,7
5933,35,6,6009.56,22
5934,21,1,3820.82,40
5934,36,1,14074.24,37
5934,14,4,7534.93,7
5935,30,9,5211.01,1
5935,19,2,6750.13,31
5936,26,9,10018.28,12
5936,26,9,5104.13,32
5936,42,2,8089.31,26
5936,20,7,11976.9,36
5937,6,1,10879.59,13
5937,12,4,13942.93,32
5937,23,2,7502.88,18
5938,48,5,9081.76,5
5938,46,7,10559.52,24
5939,46,10,2097.98,47
5939,20,5,4011.17,3
5939,14,9,4505.03,24
5939,22,10,3802.89,29
5940,24,7,9631.22,13
5941,8,1,6924.0,11
5942,41,3,5937.85,35
5943,47,5,5776.71,37
5943,47,3,11133.89,30
5943,36,8,9681.48,49
5944,34,5,6803.69,46
5944,18,10,11088.2,23
5945,25,2,10413.66,32
5946,9,4,14997.82,33
5946,50,10,2903.5,13
5946,27,5,10518.19,31
5946,8,2,9062.53,46
5947,45,10,10807.19,40
5948,40,6,2172.15,15
5948,48,9,8873.15,34
5948,32,4,10869.15,20
5949,33,2,3872.03,50
5950,39,8,6290.59,27
5951,42,8,10290.91,28
5951,32,1,14587.04,44
5952,44,7,6984.25,23
5952,25,4,12943.75,8
5952,3,10,8296.42,1
5952,17,10,8782.42,41
5953,2,4,10385.74,44
5953,48,10,2831.96,22
5953,31,6,12165.68,17
5954,38,4,9788.83,25
5954,27,7,14725.13,30
5955,29,8,2064.64,19
5956,23,7,7865.98,46
5956,34,10,8646.66,13
5956,25,7,5062.9,6
5956,45,6,8767.82,13
5957,18,10,14969.82,23
5957,39,9,7891.37,28
5957,42,1,14657.19,2
5958,47,2,2111.27,37
5958,32,6,8147.4,17
5958,37,2,13924.37,20
5959,22,10,5742.23,42
5960,2,2,8637.63,49
5961,1,9,5320.45,3
5962,24,8,8528.94,18
5962,35,8,3745.25,14
5962,23,2,13382.13,20
5962,1,2,3598.54,19
5963,6,5,4403.16,27
5963,35,9,3388.26,4
5963,45,10,6824.03,40
5963,24,8,9364.09,49
5964,36,3,11259.87,24
5965,21,1,3182.24,2
5965,28,6,7415.81,29
5965,1,10,6118.1,21
5965,43,4,12597.02,47
5966,30,9,7238.22,1
5966,1,2,7471.84,19
5966,39,3,13144.05,2
5966,30,6,8791.28,37
5967,2,9,2803.18,42
5967,8,5,8682.7,37
5968,46,8,6584.56,35
5968,12,3,14698.01,29
5968,48,7,4960.15,38
5969,31,2,13578.39,48
5970,13,2,14079.37,36
5971,1,7,6487.44,9
5972,13,6,9679.3,31
5973,12,7,13857.03,48
5973,27,1,5157.26,3
5974,13,6,13524.0,50
5974,8,9,6555.77,45
5974,10,7,11114.01,8
5975,14,8,14436.68,2
5975,31,10,7014.76,11
5975,37,3,5198.56,2
5975,43,3,14160.94,4
5976,5,8,12808.58,14
5976,31,2,9555.64,5
5977,18,5,6949.25,19
5977,2,7,12736.45,40
5978,20,8,10143.73,28
5978,41,8,7355.54,34
5978,29,8,14287.82,36
5978,36,7,8928.85,24
5979,23,7,8376.47,43
5980,31,5,8962.43,25
5980,31,2,6643.03,26
5981,34,6,12346.7,6
5981,44,10,7264.87,13
5982,37,5,9197.1,44
5982,40,6,7715.57,26
5982,30,3,4618.61,36
5983,27,6,7511.55,19
5983,44,7,5805.37,50
5983,22,8,5730.96,23
5984,19,6,11010.57,36
5984,35,2,14307.83,18
5985,19,1,11602.09,20
5985,31,8,9023.04,15
5985,7,1,3543.88,31
5986,45,7,9861.61,8
5986,38,3,4041.08,42
5986,38,6,14535.8,26
5987,42,4,10176.27,30
5987,38,9,2774.75,9
5987,50,1,13155.26,12
5987,13,5,11841.07,23
5988,33,6,9266.35,28
5988,32,3,9910.5,40
5988,20,5,7888.37,37
5988,23,2,12920.43,25
5989,35,10,9701.4,14
5989,25,4,12995.15,8
5990,37,2,7196.56,38
5991,29,8,4543.21,30
5991,37,10,12388.61,43
5992,18,2,3191.11,29
5993,20,1,3834.4,47
5993,28,9,8651.37,45
5994,8,4,2429.66,31
5995,26,3,3902.16,44
5995,38,3,6808.04,23
5995,30,6,4691.74,28
5996,25,4,13663.65,14
5997,10,10,12033.32,44
5998,31,9,5482.49,28
5998,33,8,5816.68,1
5998,3,6,7444.51,47
5998,42,9,8657.46,31
5999,5,8,7006.55,34
6000,15,4,3172.39,34
6000,4,7,7411.25,16
6000,44,10,7452.05,46
6000,30,6,12498.88,40
